,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
2783,usb,"[u'det', u'acl:relcl']","[u'DT', u'VBP']","[u'any', u'recognize']",0,[u'dobj'],[u'VB'],[u'recognize'],st one didnt recognize any usb the second one wouldnt recognize external ssd
2784,price,"[u'case', u'advmod', u'det']","[u'IN', u'JJR', u'DT']","[u'at', u'less', u'the']",0,[u'nmod'],[u'NN'],[u'macbook'],when you realize of your time on a laptop is for reading video watching music listening research and schoolwork this chromebook gets the same use as a shiny macbook at less than the price
2785,power,"[u'case', u'det', u'amod', u'compound']","[u'IN', u'DT', u'VBN', u'NN']","[u'as', u'the', u'left', u'side']",0,[u'nmod'],[u'JJ'],[u'same'],same as the damn left side power plug
2786,ram,"[u'case', u'det', u'compound', u'compound', u'advmod', u'det', u'amod']","[u'IN', u'DT', u'NN', u'NN', u'RB', u'DT', u'JJ']","[u'in', u'a', u'tb', u'storage', u'maybe', u'some', u'extra']",0,"[u'nmod', u'conj']","[u'VB', u'RB']","[u'put', u'well']",he will probably have to put in a tb storage drive later on as well and maybe some extra ram
2787,screen,"[u'case', u'det', u'compound']","[u'TO', u'DT', u'NN']","[u'to', u'the', u'login']",0,[u'nmod'],[u'VBN'],[u'kicked'],after or times of the previous cycles would get kicked back to the login screen again and the process would start again
2788,item,[u'det'],[u'DT'],[u'this'],0,[u'nsubj'],[u'VBN'],[u'entered'],this item had pre entered social media dating sites
2789,battery,[],[],[],0,[u'nsubj'],[u'VB'],[u'last'],i would have given stars if battery could last for hrs in stead of hrs
2790,year,"[u'det', u'amod', u'amod', u'amod']","[u'DT', u'JJ', u'JJ', u'JJ']","[u'an', u'acer', u'laptop', u'last']",0,[u'nsubj'],[u'VBD'],[u'bought'],bought an acer laptop last year
2791,year,"[u'case', u'amod']","[u'IN', u'JJ']","[u'of', u'last']",0,[u'nmod'],[u'NN'],[u'end'],i have bought surface pro at the end of last year
2792,battery,"[u'nsubj', u'aux', u'nmod', u'cop', u'det', u'compound']","[u'FW', u'VBP', u'NN', u'VBZ', u'DT', u'NN']","[u'i', u'have', u'machine', u'is', u'the', u'battery']",0,"[u'acl:relcl', u'compound']","[u'NN', u'NN']","[u'issue', u'life']",i just put up with it because i cant stand having to explain my problem for a third time to someone from basic support in india the biggest issue i have with the machine is the battery life
2793,,[],[],[],0,[],[],[],i bought an hdmi cable that allows connection to standard hdmi ports for use with an external monitor or tv
2794,battery,[u'compound'],[u'NN'],[u'battery'],0,"[u'nsubjpass', u'compound']","[u'VBN', u'NN']","[u'reduced', u'life']",but in the future when battery life is reduced it will not be a few second replacement
2795,,[],[],[],0,[],[],[],the housing mimics the unibody frame of the macbook air although it is made of a less durable plastic
2796,battery,"[u'case', u'compound']","[u'IN', u'NN']","[u'for', u'battery']",0,"[u'nmod', u'compound']","[u'VBG', u'NN']","[u'going', u'power']",as for battery power this laptop is not going to last you six to eight hours
2797,years,"[u'compound', u'case', u'det', u'amod', u'amod']","[u'NN', u'IN', u'DT', u'JJ', u'JJ']","[u'mac', u'for', u'the', u'last', u'few']",0,"[u'dobj', u'nmod']","[u'VBD', u'VBD']","[u'used', u'used']",ive used mac computers for the last few years but this does everything i need for a fraction of the cost
2798,,[],[],[],0,[],[],[],way less if you do something graphics intensive
2799,power,[],[],[],0,[u'compound'],[u'NN'],[u'cord'],lastly i like the fact that the power cord goes into the back of the unit
2800,screen,[u'det'],[u'DT'],[u'the'],0,"[u'compound', u'dobj']","[u'NNS', u'VB']","[u'settings', u'blank']",i use the blank screen saver settings now to blank out the screen after a few minutes of no use
2801,year,[u'det'],[u'DT'],[u'this'],0,"[u'compound', u'nmod:tmod']","[u'NNS', u'VBD']","[u'windows', u'bought']",asus zenbook uxua ah inch lcd displayed ultra slim laptop core i processor gb ddr gb ssd windows with harman kardon audio backlit keyboard fingerprint readeri bought this laptop last of week of july this year from usa and i returned to bangladesh after few days
2802,battery,[u'dep'],[u'JJR'],[u'less'],0,[u'amod'],[u'NN'],[u'drain'],result is the laptop runs cooler and has less battery drain
2803,screen,[],[],[],0,[u'compound'],[u'NN'],[u'quality'],the screen quality is way less than a macbook
2804,screen,"[u'det', u'amod', u'case', u'det']","[u'DT', u'JJ', u'IN', u'DT']","[u'the', u'yellow', u'on', u'the']",0,"[u'dobj', u'nmod']","[u'VB', u'VB']","[u'correct', u'correct']",i downloaded this driver this morning and it actually did correct the yellow colors on the screen
2805,computer,[u'det'],[u'DT'],[u'the'],0,"[u'compound', u'nsubj']","[u'NN', u'VB']","[u'driver', u'blink']",wi fiso in november when i received this laptop i kept getting a display driver has stopped working and has recovered message after the computer would blink and freeze for a second or two and i have tried updating the driver but still have the same issue
2806,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'switched'],but guess who switched to the macbook last year and now loves it
2807,years,[u'case'],[u'IN'],[u'for'],1,[u'nmod'],[u'VBD'],[u'used'],i havent used windows for years but hopefully ill get used to it
2808,native,"[u'advmod', u'nsubj', u'aux', u'cop', u'nmod']","[u'RB', u'DT', u'MD', u'VB', u'NN']","[u'someday', u'this', u'would', u'be', u'os']",1,[u'ccomp'],[u'VB'],[u'hope'],i purchased on a daily deal and wish now that i bought as this was a bday gift for my son and i love using it more then my daughters kindle fire hdx inch although the picture quality is way better and my samsung galaxy s there is an app to get play store apps working on this which i will investigate although i would hope someday this would be native to the chrome os which i have read rumors about on some tech sites
2809,part,"[u'det:predet', u'det']","[u'PDT', u'DT']","[u'all', u'the']",0,[u'dobj'],[u'VBD'],[u'got'],two of these things can be done in less than mins once you got all the part together
2810,battery,"[u'case', u'det', u'acl:relcl']","[u'TO', u'DT', u'NN']","[u'to', u'a', u'externally']",1,[u'nmod'],[u'VBD'],[u'went'],it would be nice if acer went back to a battery that is removable externally
2811,ram,[],[],[],0,[u'compound'],[u'NNP'],[u'havent'],even though it has just gb ram i havent had even a slightest hiccup with multiple tabsapps running with music streaming at the same time
2812,computer,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'like', u'the', u'regular']",0,[u'nmod'],[u'NNS'],[u'viruses'],never have to worry about viruses like the regular computer
2813,years,[u'amod'],[u'JJR'],[u'more'],1,[u'nmod:tmod'],[u'VB'],[u'buy'],buy a couple of them and perhaps enjoy win for a few more years and hopefully never have to use win
2814,power,"[u'amod', u'compound', u'nmod']","[u'JJ', u'NN', u'NN']","[u'extra', u'processing', u'design']",0,[u'dobj'],[u'VBG'],[u'giving'],the trade off here against the i giving up extra processing power for a thinner lighter and fan less design is seriously worth it
2815,years,"[u'nsubj', u'cop', u'amod', u'compound']","[u'PRP', u'VBD', u'JJ', u'NNS']","[u'it', u'was', u'last', u'years']",0,"[u'ccomp', u'compound']","[u'VBD', u'NN']","[u'thought', u'model']",i thought it was last years model
2816,screen,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'with', u'a', u'blank']",0,[u'nmod'],[u'NN'],[u'pc'],also and this seems to have fixed itself there was a period where id leave it on and come back to an unresponsive pc with a blank screen that wouldnt wake up
2817,brand,"[u'det', u'compound', u'cc', u'conj']","[u'DT', u'NN', u'CC', u'NN']","[u'the', u'lenova', u'and', u'care']",0,"[u'nsubj', u'compound']","[u'JJR', u'NN']","[u'less', u'care']",i will never suggest the lenova brand and the lenova brand couldnt care less
2818,computer,"[u'nummod', u'det', u'det']","[u'NNS', u'DT', u'DT']","[u'months', u'the', u'the']",0,"[u'nsubj', u'nsubj']","[u'VBZ', u'VB']","[u'is', u'work']",after less than months the screen is back and the computer does not work
2819,systems,"[u'det', u'amod']","[u'DT', u'JJ']","[u'the', u'last']",0,"[u'compound', u'nmod:tmod', u'compound']","[u'NNS', u'VBD', u'NN']","[u'reviews', u'spent', u'administrator']",i always start my computer reviews by noting that ive spent the last years in tech support as a systems administrator
2820,price,"[u'mark', u'cop', u'det', u'amod', u'nmod']","[u'TO', u'VB', u'DT', u'JJ', u'NN']","[u'to', u'be', u'the', u'same', u'odyssey']",0,[u'xcomp'],[u'VBG'],[u'going'],when i saw a deal for the macbook i wanted it it was going to be the same price as the odyssey and i thought itd be useful
2821,year,[u'amod'],[u'JJ'],[u'last'],0,[u'dep'],[u'NN'],[u'chromebook'],i purchased my daugher a chromebook last year and that thing was nothing but a toy
2822,type,[],[],[],0,[u'compound'],[u'NNS'],[u'letters'],for some reason occasionally the keyboard will double type letters for no reason whatsoever
2823,computer,"[u'det', u'amod', u'amod', u'compound']","[u'DT', u'JJ', u'JJ', u'NN']","[u'the', u'second', u'solid', u'state']",0,[u'conj'],[u'NN'],[u'laptop'],it is the th laptop i have owned since and the second solid state computer
2824,,[],[],[],0,[],[],[],she can now edit a video show it to guests render and burn the discs and hand a hd professional quality dvd in less than two hours
2825,,[],[],[],0,[],[],[],starting typing and few seconds later the word i typed would end up where the cursor was last placed
2826,battery,"[u'case', u'det', u'compound']","[u'IN', u'DT', u'NN']","[u'for', u'the', u'battery']",0,"[u'nmod', u'compound']","[u'VB', u'NN']","[u'rely', u'life']",when it is fully charged i can rely for the battery life to last me through the day until i get home
2827,user,"[u'det', u'amod', u'compound', u'cc', u'conj']","[u'DT', u'JJ', u'NN', u'CC', u'DT']","[u'a', u'regular', u'chromebook', u'and', u'this']",0,[u'nsubj'],[u'NN'],[u'one'],im a regular chromebook user and this is my th one
2828,computer,[u'det'],[u'DT'],[u'the'],0,"[u'compound', u'nsubj']","[u'NN', u'VB']","[u'button', u'turn']",i tried everything i could think of to do pressing the power button regularly holding it down for several seconds pressing it multiple times etc but the backlit keyboard was no longer lighting up and the computer would no longer turn on or boot
2829,card,"[u'det', u'compound', u'compound', u'compound']","[u'DT', u'NN', u'NN', u'NNS']","[u'the', u'custom', u'nvidia', u'graphics']",0,[u'nsubj'],[u'VBD'],[u'used'],lastly and this is a big issue the custom nvidia graphics card used in the surface book doesnt work with photoshop
2830,,[],[],[],0,[],[],[],i left the screws in the back plate at the center on the batterytouchpad side slightly loose
2831,user,[],[],[],0,[u'compound'],[u'NN'],[u'experience'],my user experience has been responsive stutter less and reliable
2832,computer,"[u'amod', u'det', u'advmod']","[u'IN', u'DT', u'RB']","[u'plus', u'the', u'regularly']",0,[u'nsubj'],[u'VBZ'],[u'shuts'],plus the computer regularly shuts off for no reason in the middle of doing things
2833,drive,[u'compound'],[u'NN'],[u'sata'],0,"[u'compound', u'conj']","[u'NN', u'NN']","[u'plus', u'ssd']",comes with internal m style ssd plus it has an extra internal bay so you can add a second ssd or sata drive
2834,installed,"[u'mark', u'nsubjpass', u'aux', u'auxpass', u'advmod']","[u'IN', u'NN', u'MD', u'VB', u'RB']","[u'that', u'program', u'should', u'be', u're']",0,[u'conj'],[u'VBG'],[u'missing'],dll was missing and that the program should be re installed
2835,name,"[u'nsubj', u'cop', u'det']","[u'NN', u'VBZ', u'DT']","[u'audio', u'is', u'a']",0,[u'ccomp'],[u'VBZ'],[u'beats'],last thing beats audio is a name
2836,,[],[],[],0,[],[],[],last time i looked the rd party apps were all sketchy
2837,screen,"[u'det', u'amod', u'nmod']","[u'DT', u'JJR', u'NN']","[u'a', u'bigger', u'phone']",1,[u'dobj'],[u'VB'],[u'have'],i thought it would be nicer to have a bigger screen than my phone
2838,drive,"[u'case', u'det', u'acl']","[u'IN', u'DT', u'VB']","[u'on', u'the', u'do']",0,[u'nmod'],[u'VBP'],[u'have'],and in less than a month it automatically updates to windows and i have plenty of room on the drive to do so
2839,computers,[u'det'],[u'DT'],[u'all'],0,[u'nsubj'],[u'VB'],[u'have'],this does not have a wired internet plug and you would think that it would advertise this in big print i do not care to have wifi i do not know anything about it and i would assume all computers have a regular internet plug
2840,years,"[u'case', u'det', u'amod', u'amod', u'compound']","[u'TO', u'DT', u'JJ', u'JJ', u'NNS']","[u'to', u'this', u'being', u'last', u'years']",0,"[u'conj', u'nmod', u'compound']","[u'NN', u'NNS', u'NN']","[u'literature', u'points', u'model']",everything literature and manufacturer date points to this being last years model
2841,items,"[u'det', u'acl:relcl', u'amod']","[u'DT', u'VB', u'JJ']","[u'this', u'have', u'other']",1,"[u'dobj', u'conj']","[u'VBG', u'NNS']","[u'buying', u'programs']",if buying this computer it would have to be for basic use and i wouldnt expect to add many programs or other items to it and have any performancespeed left
2842,screen,[],[],[],0,[u'compound'],[u'NNS'],[u'i'],stay away this laptop does not work used for about one day and then lost wifi connection a never got it back blue screen everytime i tried to connect
2843,year,"[u'amod', u'nummod']","[u'JJ', u'CD']","[u'last', u'one']",0,[u'nmod:tmod'],[u'VBD'],[u'bought'],i bought one and it didnt last one year
2844,weight,[],[],[],0,[u'compound'],[u'NN'],[u'class'],i wont knock off any points for being bulkier and heavier than my macbook air as that was an ultrabook and therefore shouldnt be compared to something outside of its weight class
2845,price,"[u'nsubj', u'cop', u'case', u'det', u'cc', u'advmod', u'nmod', u'case', u'nmod:poss', u'amod']","[u'PRP', u'VBD', u'IN', u'DT', u'CC', u'RB', u'NN', u'IN', u'PRP$', u'JJ']","[u'it', u'was', u'worth', u'the', u'and', u'even', u'price', u'with', u'its', u'regular']",0,"[u'dep', u'nmod']","[u'VBP', u'NN']","[u'point', u'price']",it was worth the price and even with its regular price point its still worth it
2846,computer,"[u'case', u'det']","[u'IN', u'DT']","[u'behind', u'this']",1,"[u'nmod', u'dobj']","[u'VB', u'VB']","[u'stand', u'restore']",hopefully asus will stand behind this computer as we have spent hours installing removing and reinstalling our personal data update may asus recommended to restore computer as it may have returned from asus with a virus
2847,drive,[u'nmod'],[u'NN'],[u'center'],0,[u'conj'],[u'VB'],[u'box'],i have to send it back to asus again and they wont even arrange for a fedex pickup i have to box it up and drive in to a fedex shipping center
2848,life,[u'nmod:poss'],[u'PRP$'],[u'my'],0,[u'dobj'],[u'VBD'],[u'spent'],ive spent my life e mailing draft versions back and forth to myself to have access to them when im not at home
2849,usb,[],[],[],0,[u'compound'],[u'NNS'],[u'costs'],therere complaints about it not having bluetooth but bluetooth usb dongle costs about dollars or less so i dont think its a problem
2850,,[],[],[],1,[],[],[],well i guess it would be easier to squeeze into my carry on bag if it didnt have that slight peak but thats just a nit
2851,card,"[u'det', u'amod']","[u'DT', u'JJ']","[u'the', u'video']",0,[u'dobj'],[u'VBG'],[u'buying'],less than months after buying the video card went out acer xs told me what to do and it didnt work wiped out all my data
2852,ram,[u'case'],[u'IN'],[u'of'],0,[u'nmod'],[u'NN'],[u'gb'],the previous version also had the option of gb of ram which should be just standard with a chrome os device nowadays also you got g lte
2853,computer,"[u'det', u'acl:relcl']","[u'DT', u'VB']","[u'a', u'meet']",0,[u'dobj'],[u'VBD'],[u'needed'],being a college student i needed a computer that would meet my academic needs play music and allow me to post on social media
2854,,[],[],[],0,[],[],[],gpu never rises above c so i would assume it is cpucpu fan issues not overall vent structure problems
2855,warranty,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'return']",0,[u'nsubj'],[u'CD'],[u'one'],also did not know the return warranty was less than one month
2856,drive,"[u'case', u'det', u'amod', u'cc', u'conj', u'nummod']","[u'IN', u'DT', u'JJ', u'CC', u'NNS', u'CD']","[u'on', u'either', u'google', u'or', u'microsofts', u'one']",0,"[u'nmod', u'nsubj']","[u'VBG', u'VBP']","[u'writing', u'skydrive']",just know that this is for basic computing browsing the internet watching some youtube videos netflix social media writing up documents on either google drive or microsofts one drive formerly skydrive or photo shop editing using something like pixlr
2857,price,[u'det'],[u'DT'],[u'the'],0,[u'nsubjpass'],[u'VBN'],[u'bound'],i guess for the price there was bound to be something missing
2858,usage,"[u'case', u'amod']","[u'IN', u'JJ']","[u'during', u'regular']",0,"[u'dobj', u'nmod']","[u'VBG', u'VBG']","[u'using', u'using']",i have set the internet connections to metered so that the automatic updating is blocked from using memory during regular usage
2859,ram,"[u'nmod:poss', u'amod', u'case', u'compound', u'cc', u'conj']","[u'PRP$', u'JJ', u'IN', u'NN', u'CC', u'NN']","[u'my', u'last', u'of', u'ddr', u'and', u'ssd']",0,"[u'nsubj', u'compound', u'nmod']","[u'NN', u'NN', u'NN']","[u'latitude', u'gb', u'gb']",my last computer was a dell latitude e with a core i processor gb of ddr ram and a gb ssd
2860,card,"[u'det', u'det', u'compound', u'det', u'compound']","[u'DT', u'DT', u'NN', u'DT', u'NN']","[u'the', u'the', u'usb', u'the', u'sd']",0,"[u'nsubj', u'nsubj', u'compound', u'nsubj']","[u'JJ', u'NN', u'NNS', u'VBZ']","[u'silent', u'back', u'slots', u'sticks']",the computer is silent the usb slots are on the back the sd card sticks out the side
2861,years,[u'case'],[u'IN'],[u'over'],0,[u'nmod'],[u'VBD'],[u'lasted'],the last laptop my wife had was a sony vaio that lasted over years
2862,power,[u'amod'],[u'JJR'],[u'less'],0,[u'dobj'],[u'VBZ'],[u'consumes'],ssd also consumes less power
2863,computer,"[u'case', u'nmod:poss', u'amod', u'det']","[u'IN', u'PRP$', u'JJ', u'DT']","[u'in', u'your', u'daily', u'this']",0,"[u'nmod', u'nsubj']","[u'NNS', u'PRP']","[u'programs', u'you']",if you need specific programs in your daily life this computer is not for you
2864,,[],[],[],0,[],[],[],i went to the store and actually bought two stream laptops because there was a discount on the second hp laptop that you buy
2865,,[],[],[],0,[],[],[],i managed to pause the video i took and shared a screenshot with you you can see that the windows split up and the bottoms left side is a mess
2866,battery,[],[],[],0,[u'nsubj'],[u'VBZ'],[u'seems'],battery seems to last forever
2867,screen,"[u'amod', u'dep']","[u'JJ', u'NNS']","[u'blue', u'times']",0,[],[],[],blue screen several times
2868,year,"[u'nsubj', u'cop', u'advmod', u'det', u'cc', u'conj', u'cc', u'conj']","[u'DT', u'VBD', u'RB', u'DT', u'CC', u'NN', u'CC', u'VBP']","[u'this', u'was', u'basically', u'a', u'and', u'rental', u'and', u'go']",0,[],[],[],this was basically a year and a half rental and back to the store i go
2869,years,"[u'det', u'amod']","[u'DT', u'JJ']","[u'a', u'few']",0,[u'nmod:npmod'],[u'RB'],[u'back'],ive had a couple hp chromebooks used at tradeshows a few years back
2870,battery,"[u'det', u'compound']","[u'DT', u'NN']","[u'a', u'default']",1,[u'dobj'],[u'VBD'],[u'got'],hopefully i just got a default battery and not all the batterys are like that
2871,color,"[u'case', u'case', u'det', u'amod', u'nmod']","[u'IN', u'IN', u'DT', u'JJ', u'NN']","[u'of', u'like', u'a', u'lead', u'piece']",0,[u'nmod'],[u'NN'],[u'sort'],the aluminum is darker than the macbook air by a few shades sort of like a lead color on a piece of white paper
2872,,[],[],[],0,[],[],[],the windows update ran for hours and was stuck on for the last hours
2873,years,"[u'neg', u'amod', u'nmod', u'det', u'amod']","[u'DT', u'JJ', u'DT', u'DT', u'JJ']","[u'no', u'optical', u'this', u'a', u'few']",0,"[u'nsubj', u'nmod:npmod']","[u'JJR', u'RB']","[u'less', u'ago']",no optical drive but this is less of an issue than it was a few years ago
2874,power,"[u'case', u'nmod']","[u'IN', u'VB']","[u'from', u'login']",0,[],[],[],from power on to login prompt in less than seconds
2875,battery,"[u'dep', u'det', u'acl:relcl', u'cc', u'conj']","[u'NN', u'DT', u'VBZ', u'CC', u'NN']","[u'week', u'the', u'goes', u'and', u'matter']",0,[u'compound'],[u'NN'],[u'cant'],then last week the port where the charger goes is sometimes works and sometimes doesnt but that doesnt matter when the battery cant even hold a charge anymore and it can not stay on longer than minutes
2876,card,"[u'case', u'det', u'compound', u'cc', u'conj']","[u'IN', u'DT', u'NN', u'CC', u'NN']","[u'on', u'the', u'sd', u'and', u'storage']",0,[u'nmod'],[u'NNS'],[u'apps'],i couldnt install android apps on the sd card and the internal storage is very limited
2877,processor,[u'det'],[u'DT'],[u'a'],0,[u'nsubj'],[u'JJ'],[u'comparable'],lastly this a processor is comparable to an i you can look it up on cpuboss
2878,hardware,[u'case'],[u'IN'],[u'than'],0,[u'nmod'],[u'NN'],[u'review'],this is less of an os review than hardware
2879,power,[u'nmod'],[u'NNS'],[u'months'],0,[u'nsubj'],[u'VBD'],[u'broke'],broke and would not power on in less than seven months
2880,power,"[u'amod', u'cc', u'conj']","[u'JJ', u'CC', u'NNS']","[u'recent', u'and', u'fixes']",1,"[u'nsubj', u'dobj']","[u'JJ', u'VBG']","[u'successful', u'fixing']",all in all im happy to be the one to claim that some of the early issues reported here are not present in my machine so hopefully recent hardware and firmware fixes have been successful in fixing power up issues
2881,drive,"[u'case', u'det', u'amod', u'amod', u'nmod', u'case', u'det', u'amod', u'compound']","[u'IN', u'DT', u'JJ', u'JJ', u'NN', u'TO', u'DT', u'JJ', u'NN']","[u'from', u'a', u'tb', u'external', u'drive', u'to', u'the', u'internal', u'firecuda']",0,"[u'nmod', u'nmod']","[u'VBG', u'NN']","[u'copying', u'drive']",in fact copying a gb video file from a tb external drive to the internal firecuda drive went faster than it takes you to read this sentence
2882,hardware,[],[],[],0,[u'compound'],[u'NNS'],[u'issues'],however my last three windows laptops sony hp and lenovo all have had hardware issues so i decided to give a mac a try
2883,warranty,"[u'case', u'case', u'compound']","[u'IN', u'IN', u'NN']","[u'in', u'for', u'factory']",0,[u'nmod'],[u'VBG'],[u'sending'],i just sent the notebook back for the third time for the same problem and have spent an additional sending it in for factory warranty
2884,series,"[u'det', u'amod', u'compound']","[u'DT', u'JJ', u'NN']","[u'the', u'dell', u'inspiron']",0,[u'iobj'],[u'VB'],[u'give'],if there were a score less than one i would give the dell inspiron series a zero
2885,operating,"[u'amod', u'compound']","[u'VBN', u'NN']","[u'updated', u'operating']",0,"[u'conj', u'compound']","[u'NN', u'NN']","[u'monitor', u'system']",he connected laptop to external monitor and updated operating system and drivers without success
2886,,[],[],[],0,[],[],[],keyboard is not lit setting up a printer on the chromebook is a drag and requires you to either have a newer printer that supports googles cloud print or you need another windows pc or mac logged onto chrome at all times so your chromebook can print through them
2887,customer,[],[],[],0,[u'compound'],[u'NNS'],[u'relations'],they said my case was already escalated to the highest priority with a red flag and customer relations would call me back by dec dec i sent an email to lenovo outlining the above complaints
2888,battery,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'with', u'a', u'defective']",0,"[u'nmod', u'conj']","[u'NN', u'NN']","[u'laptop', u'laptop']",lenovo technical support diagnosed the laptop with a defective battery sent laptop and battery to the repair center and over one month later the laptop is still undergoing repair
2889,price,"[u'det', u'advmod']","[u'DT', u'RB']","[u'the', u'maybe']",0,[u'conj'],[u'NN'],[u'keyboard'],less the keyboardcons keyboard and the price maybe
2890,years,"[u'case', u'det', u'amod', u'nummod']","[u'IN', u'DT', u'JJ', u'CD']","[u'for', u'the', u'last', u'two']",0,[u'nmod'],[u'VBG'],[u'using'],i have been using chrome os exclusively for the last two years
2891,drive,"[u'case', u'det', u'amod', u'amod']","[u'IN', u'DT', u'JJ', u'JJ']","[u'on', u'a', u'gb', u'electronic']",0,[u'nmod'],[u'VBN'],[u'used'],all with less than gb used on a gb electronic drive
2892,computer,[u'det'],[u'DT'],[u'this'],0,[u'dep'],[u'JJ'],[u'overall'],overall this computer is definitely worth the money if you can spare it and a necessity for mobile gamers
2893,battery,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'battery']",0,"[u'nsubj', u'compound']","[u'VBZ', u'NN']","[u'seems', u'life']",the battery life seems to last forever
2894,battery,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'IN'],[u'at'],also i fully charged it this afternoon when i receive it and just a few hours later without being used the battery is at
2895,battery,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'battery']",0,"[u'nsubj', u'compound']","[u'VB', u'NN']","[u'last', u'life']",the battery life should last you up to hours when just streaming and listening to music on youtube
2896,customer,[],[],[],0,[u'compound'],[u'NN'],[u'care'],i had my laptop shipped back over times for the same problem and customer care do not know how to handle the situation
2897,year,[u'det'],[u'DT'],[u'a'],0,[u'nsubj'],[u'VBD'],[u'lasted'],lasted me less than a year
2898,port,[u'compound'],[u'NN'],[u'dvi'],0,[u'dobj'],[u'VBG'],[u'mini'],it just works no setting up thousands of optionsconsapple uses mini dvi port for projectors and or external monitors on the macbook pro uses regular dvi
2899,chassis,"[u'case', u'det', u'nmod']","[u'TO', u'DT', u'NN']","[u'to', u'the', u'laptop']",0,[u'nmod'],[u'VBN'],[u'connected'],lastly the manner in which the touch pad is connected to the chassis of the laptop has me puzzled
2900,system,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VB'],[u'cause'],there were initial issues with the os installation and the acer specific software that would cause the system to crash
2901,customer,[],[],[],0,[u'compound'],[u'NN'],[u'service'],dells customer service an oxymoron has been less than helpful
2902,model,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'over', u'the', u'regular']",0,[u'nmod'],[u'PRP'],[u'it'],if you are wondering if the touchscreen is worth it over the regular model it isnt however the extra ssd space is
2903,power,[],[],[],0,[u'compound'],[u'NN'],[u'button'],from pushing the power button to the login prompt took less than seconds also
2904,life,[],[],[],0,"[u'compound', u'compound']","[u'NNS', u'NNS']","[u'i', u'i']",battery life i fully charged the thing and ive been making notes on some cases for the last two hours
2905,,[],[],[],0,[],[],[],i gamed with it for a few hours but the next day it would not boot up
2906,years,[u'case'],[u'IN'],[u'for'],0,[u'nmod'],[u'NN'],[u'laptop'],i had my last laptop for years without incident not a lenovo
2907,,[],[],[],0,[],[],[],just got it back from the depot yesterday and it took less than hours for the fan to go out again
2908,screen,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'closed'],the second laptop i received had an issue after a couple days when pulled the screen closed it made a popping noise
2909,year,[u'nummod'],[u'DT'],[u'a'],0,[u'nmod:npmod'],[u'RB'],[u'ago'],so think i would have kept it if i could have used the windows version of office i paid for less than a year ago
2910,usage,"[u'case', u'advmod', u'amod']","[u'IN', u'RB', u'JJ']","[u'of', u'fairly', u'regular']",0,[u'nmod'],[u'NNS'],[u'days'],three days of fairly regular usage before needing to be charged
2911,,[],[],[],0,[],[],[],one wasted day of trying trying to get drivers working and i very correctly waved the white flag and packaged it back up
2912,product,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBD'],[u'bought'],i bought this product last week from bestbuy
2913,battery,"[u'neg', u'compound']","[u'DT', u'NN']","[u'no', u'battery']",0,"[u'dobj', u'compound']","[u'VBZ', u'NN']","[u'has', u'life']",so now they keyboard has no battery life and i have to regularly charge it
2914,customers,"[u'case', u'nmod:poss']","[u'IN', u'PRP$']","[u'about', u'their']",0,[u'nmod'],[u'VB'],[u'care'],i believe they are nothing but a warehouse in california with foreign workers who could care less about their customers
2915,battery,[u'det'],[u'DT'],[u'a'],1,[u'nsubj'],[u'JJ'],[u'able'],i think that a battery should be able to last an entire flight
2916,battery,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VB'],[u'last'],i would never listen to music or have a movie on in the background the battery would last thirty minutes
2917,screen,"[u'det', u'det', u'compound']","[u'DT', u'DT', u'NN']","[u'this', u'the', u'lcd']",0,"[u'nsubj', u'nmod:tmod', u'nsubj']","[u'VBD', u'VBD', u'VBD']","[u'worked', u'worked', u'went']",this computer worked for less than one year before the lcd screen went out
2918,ram,"[u'case', u'det', u'amod']","[u'TO', u'DT', u'JJR']","[u'to', u'this', u'less']",0,"[u'nmod', u'dobj']","[u'VBN', u'VBD']","[u'traded', u'had']",i traded up to this computer from an asus that had slightly less ram
2919,drive,"[u'case', u'cc', u'conj', u'advmod', u'det', u'compound']","[u'IN', u'CC', u'NN', u'RB', u'DT', u'NN']","[u'like', u'and', u'drive', u'later', u'the', u'storage']",0,"[u'nmod', u'conj']","[u'VB', u'NN']","[u'upgrade', u'memory']",i will purchase it and upgrade a few of the components like memory and later the storage drive
2920,year,"[u'nsubj', u'cop', u'nummod', u'acl']","[u'DT', u'VBZ', u'DT', u'VBG']","[u'this', u'is', u'a', u'owning']",0,[],[],[],this is less than a year of owning the laptop
