Cluster,Probability,Label,Sentence
15,0.982135742,0,i have been using chrome os exclusively for the last two years
9,0.906371398,0,all with less than gb used on a gb electronic drive
4,0.998864482,0,overall this computer is definitely worth the money if you can spare it and a necessity for mobile gamers
23,0.999997139,0,the battery life seems to last forever
23,0.999994828,0,also i fully charged it this afternoon when i receive it and just a few hours later without being used the battery is at
23,0.999991735,0,the battery life should last you up to hours when just streaming and listening to music on youtube
17,0.999275222,0,i had my laptop shipped back over times for the same problem and customer care do not know how to handle the situation
15,0.925690292,0,lasted me less than a year
31,0.99908559,0,it just works no setting up thousands of optionsconsapple uses mini dvi port for projectors and or external monitors on the macbook pro uses regular dvi
14,0.942834643,0,lastly the manner in which the touch pad is connected to the chassis of the laptop has me puzzled
6,0.999999998,0,there were initial issues with the os installation and the acer specific software that would cause the system to crash
11,1,1,it would be great if i could edit the recording software key and make it launch my own software and make the steam key launch the desktop version of steam
34,0.983881657,0,dells customer service an oxymoron has been less than helpful
4,0.999976759,0,if you are wondering if the touchscreen is worth it over the regular model it isnt however the extra ssd space is
16,0.999602755,0,from pushing the power button to the login prompt took less than seconds also
23,0.999998003,0,battery life i fully charged the thing and ive been making notes on some cases for the last two hours
32,0.639764946,0,i gamed with it for a few hours but the next day it would not boot up
15,0.884364755,0,i had my last laptop for years without incident not a lenovo
32,0.997137959,0,just got it back from the depot yesterday and it took less than hours for the fan to go out again
32,0.995008425,0,the second laptop i received had an issue after a couple days when pulled the screen closed it made a popping noise
33,0.997596531,0,so think i would have kept it if i could have used the windows version of office i paid for less than a year ago
23,0.999791053,0,three days of fairly regular usage before needing to be charged
17,0.999788075,0,one wasted day of trying trying to get drivers working and i very correctly waved the white flag and packaged it back up
15,0.982116185,0,i bought this product last week from bestbuy
23,0.975174826,0,so now they keyboard has no battery life and i have to regularly charge it
17,0.918841385,0,i believe they are nothing but a warehouse in california with foreign workers who could care less about their customers
33,0.520461943,1,i think that a battery should be able to last an entire flight
19,0.996972945,0,i would never listen to music or have a movie on in the background the battery would last thirty minutes
32,0.98565552,0,this computer worked for less than one year before the lcd screen went out
4,0.966647669,0,i traded up to this computer from an asus that had slightly less ram
9,0.986302583,0,i will purchase it and upgrade a few of the components like memory and later the storage drive
25,0.903430029,0,this is less than a year of owning the laptop
16,0.63504489,0,this makes the screen less usable than something at x native
27,0.998575846,0,refurbished product seems to come with a lot less bloatware
0,0.778247832,0,i can go from typing a report on the keyboard to scribbling and highlighting with the stylus in less then seconds
8,0.999999965,0,if you want to reinstall windows or upgrade to pro its just like installing it on a regular computer and asus provides all the required drivers on their site to do so
39,0.99791404,1,it would be nice to have a cd drive but its not something i use later
20,1,1,since people generally give reviews right after they receive a product i think it would be great to give people an idea of how a product is running a month and a half into ownershipthe first thing i would like to mention is lag time
19,0.999999012,0,im a white collar professional a part time graduate student and also spend a lot of weekends on the road visiting friends out of town
28,0.999998705,0,it comes with a samsung sm m gb pci express internal solid state drive ssd mzhpvhdgl
32,0.995523917,0,i had to go back to a previous session which in turn made me lose several programs i had already loaded
15,0.993205129,0,ive owned both computers for less than a week and hopefully this review will make your decision easier
25,0.998803265,1,hopefully the warranty process will be much better
0,0.999989971,0,packaging used to be nicer and classier than this back when i had the mx r no add ons or complementary items like a mouse pad or a cap which both ive got a few years back when i got my previous laptop
39,0.999649048,0,it will make life so much easier next semester just wish i had it last semester
35,0.999999546,0,lastly the laptop comes with a ton of bloatware so you may want to reset windows in which case heres the link to the drivers http www
0,1,1,the trackpad is much better than on the first generation model but still nowhere close to apples its jerky not as precise as the name precision trackpad would suggest and if you rest your thumb on it by accident it doesnt respond when you try to control the pointer with your other finger whereas the mac trackpad is smart enough to overlook the resting thumb
0,0.925455128,0,touchscreen capability becomes second nature after a few months
19,0.995915631,0,overall if youre looking for a midrange machine with an included dvdcd readwrite drive this is a solid contender
17,0.48983618,0,comdell da universal adapterdpbomtrefcmcrarpdproducttoputf to work properly
10,0.99999876,1,it doesnt have all the bells whistles of other laptops on the market but for the price quality i hope this lasts for quite some time
23,0.644269237,0,a charge last hours
32,0.973606546,0,i thought it was strange but paid no heed until the next day when i tried to power it back on
15,0.999812911,0,dell support is well the same its been since my last dell years ago
19,0.999999138,0,i have used this product for checking and writing email writing for my blog shopping surfing the websites and updating social media
0,0.992483691,0,i actually prefer using this computer in public and i carry it everywhere
20,1,1,since people generally give reviews right after they receive a product i think it would be great to give people an idea of how a product is running a month and a half into ownershipthe first thing i would like to mention is lag time
25,0.935691676,0,no damage on the outside but the display is toast
12,1,1,but that would also cost me about with tax and it would be nice to have a more natural way to access the windows world rather then the unwieldy bootcamp option
15,0.59947628,0,my last laptop had a resolutionx
33,0.608720045,1,oh and cortana the assistant it would be great if you could choose what search engine it uses but alas microsoft handcuffed themselves to bing
9,0.999970368,0,i dont remember the last time i used an optical disk
15,0.997859349,0,i bought this chrome book less than a year ago
39,0.999999751,1,my expectations for this were that it would be a very good second computer i have a four year old macbook which is still in good working condition though its diminished battery life makes it impractical to take places and those expectations have been met and exceeded
37,0.999999926,0,click on power management and uncheck allow the computer to turn off this device to save powernow go to universal serial bus controllers and do the same for all the devices
6,0.996635633,0,same with the dells the dells both have a standard us plug that connects to a transformer in the middle which then supplies the dc to the computer
25,0.999999984,1,bad product suddenly started showing screen bleeding lines amazon doesnt take a return after days i hope product warranty takes care of it
39,0.998648961,1,only other bad thing about it is the size i wish it was smaller or sleeker with thinner bezels
39,0.995795314,1,i really thought it would be a great balance between laptop and a tablet to read on
39,0.938935405,1,it would be nice if the caps lock and num lock keys had indicator lights
17,0.999957074,0,after a few rounds with the tech support on the phone we had to mail it back to texas for repair
0,0.997772642,0,i usually have to click a second time and much harder
0,0.99999768,0,however i decided to return it because it seemed too lightweight and looked like it would break with any regular use
25,0.98853427,0,now being a man he purchased the same computer at costco and now the screen has burned out in less than a year the computer returned to asus and they are wanting to repair
14,0.999901094,0,next is an hdmi out port for external display and audio playback support
0,0.99972999,0,dont buy on of these it a big pain in the ass and im work with pc every day for the last years
23,0.882639136,0,i get about hours which almost last me the day
15,0.982922167,0,i bought this product less than months ago
15,0.807572407,0,the lenovo ideapad s is the budget follow up to last years s
19,0.999974743,0,web streaming of news and mediai would not recommend for any resource intensive games anything produced in the last few years
23,0.9972424,0,charging time seems to be less than an hour to
0,0.291387237,0,lastly the screen
0,0.996507607,0,yeah you have access to google drive etc but if you arent already a regular user of those programs then it isnt worth it
8,0.999521783,0,i interact with windows users regularly and as a result ive found it useful to also purchase microsoft office for mac
39,0.999974798,1,junk bought it months ago probably used less than hours total now its black screen dead i thought it would be a great second laptop but its too small and slow to do anything more than surf the net
39,0.574500419,0,less than a year later the touch pad is no longer responsive
0,0.995676499,0,just if you want to do anything on the computer outside of the internet look into an actual laptop
16,0.999999992,0,though it was strange i thought it was just the battery since it had been left in sleep mode when i left something id done times before with no incident however
17,0.999922547,0,i explained the situation with the wireless and keyboard i was sent a box shipped it to hp and a week later the computer came back fixed
30,0.996433963,0,power cord was missing the part that connects to outlet
14,1,0,on the left side of the laptop starting from the front it has two usb ports hdmi port vga port ethernet port one usb type c port and a lock hole for attaching laptop locks for security
5,0.393104904,0,package was missing the stylus
7,0.981166916,0,i had some difficulty migrating info from my last computer because it kept crashing
39,0.958996699,1,if i had any complaint it would be to be able to disable the touchpad and have it stay off until turned back on
0,0.999930244,0,this is the second asus laptop of about this size ive seen both have a screen i actually prefer to my ipad gs screen
25,0.999974336,0,it appears that we will be changing this policy as we have had some issues with asus parts giving up just outside of warranty
17,0.877576444,0,parroting back the same troubleshooting steps is not customer service
28,0.999237483,0,the processor can handle itself outside of gaming and the additional ram slot is a godsend
4,0.999716997,0,i purchased this computer outside of amazon it has the same model number but i have gb of ram
0,0.999830834,1,the touchscreen while i thought it would be rarely used is a cool feature to have when i dont have a mouse
33,0.999881945,1,it would be great if they lit up for a few seconds while you logged your access password
15,0.999992729,0,the last laptop computer i purchased was a inch macbook somewhere around eight years ago
9,0.999999754,0,speaking of which month into ownership it turns out that the screw holding in the optical drive is missing and i cant send this in to have one screw replaced so i run the risk of pulling out the drive if t hangs up in my back pack or i accidentally pull on it
15,0.906462895,0,i spent a lot of time researching which computer i wanted to get prior to my purchase
0,0.99999999,0,having used pcs exclusively for the last years i can identify a few specific reasons why i wanted to get back to mac mouse mechanics there is really nothing in the pc market that compares to the mac trackpad
15,0.532291244,0,a computer should last longer than months
27,0.999999467,0,i previously purchased the gljw and ended up returning it after multiple driver state failures and some ssd issues
14,0.996383877,0,i prefer the acer with the regular size hdmi port
14,0.999999488,0,it turns out it just has regular usb ports and in the picture it is actually a standard usb port that someone is holding a micro
23,0.970387358,0,the battery is stated to last hours
0,0.985784919,0,still in the last hours ive found this computer to be everything that i thought it would be
23,0.999980999,0,her battery is on its last leg too but i cant put my finger on it but now that the samsung is in her macbook it seems to be lasting longer
15,0.996013998,0,my last windows laptop was a dell studio xps from ish time frame which i used till the end of
9,0.999997729,0,hdd upgrade to ssd the sata iii hdd that came installed in the left bay master in my particular laptop is made by hgst which is a branch of western digital
23,0.999993735,0,battery life is exelent i consider myself a continuous user and find its battery last longer than my phone
2,0.487137583,0,memory came with less than gb of unused space
17,0.894976761,0,wanted wireless computer to use outside on patio
15,0.995001013,0,i bought two of these laptops for my daughters last year for christmas
15,0.999984496,0,i bought this computer last christmas and have been using it for school work ever since
4,0.999999995,0,yes chrome os does run well with gb of ram but for a extra or i think its well worth it for the gb ram model because once you buy you cant upgrade the ram later on
15,0.999988456,0,in the future i will not buy acer nor will i purchase through amazon both companies that do nothing to support their customers beyond the initial purchase
15,0.85831126,0,i purchased this laptop less then years ago
0,0.995863476,0,my last laptop was the lenovo twist which had a touch screen you can google it
4,0.999996364,0,i was worried about any performance issues i would encounter by not purchasing the gb version but i dont think i am missing out on anything
32,0.465777648,0,the battery started failing after less than months
25,0.944032249,0,i hope the next time i come back as a customer they will still have the same quality they have shown me now
23,0.999976535,0,battery life while running programs is close to eight hours and while streaming video its less perhaps five
15,0.972334778,0,we are using this product from last months
0,0,1,update around months after purchase one of the fans failed it now works but i wish it didnt thanks to noise it was noisy that i thought it was my air conditioner and guess what this tiny fan is making a higher noise than the compressor if you dont want to read a lot here is the summary what is good about this laptop great performancenice keyboard and touch padaccurate touch screengood screen colors brightness what is bad about this laptop the hinges they are not tight enough screen can easily close or move while you are using the finger print i had something like or less success ration logging in using my finger print battery with screen at brightness no gaming just browsing i would get about hours only weak power adapter the laptop barely charging when i am gaming not even a heavy game acer provides like support for this device only drivers can be found on their site no apps no recovery cd not even a paid or soft one detailed review i have this laptop for like days now i bought it to use it for work software development and i have to say it fits this purpose like a glove it have a good screen size with a full keyboard including the num pad a nice touch pad not light weight but not heavy as a normal laptop not considering it an ultrabook this laptop gives a decent performance for most users and unless you do need use virtual machines and similar you wont really need more ram it heats up only when i am gaming but not to an unbearable level just a little annoying with shorts this laptop is not for gaming but it can run some nice games perfectly like civilizations so you can game too but not too hardwatching movies on this screen is joyful unless you like to tilt the laptop in bed like me while watching as the hinges wont play nice to youso what is messed up with this laptop the hinges as i said i like to lay in bed watching movies or reading books and i prefer to do this without changing the laptop mode this i need to tilt the laptop it self a little toward me i owned tons of laptops before and all of them was ok with this but not this one the screen dont stay and the start leaning toward me the hinges barely can handle the screen weight and if it is doing this while it is few days old it will sure be a total disaster a year later or somethingnd the battery acer is marketing an up to hours which is impossible to get unless you set screen to the dimmest turn off wifi and turn off all background processes even then it may not live for the claim of hours the best i could get with this laptop is about hours no gaming and it is still new give it few months and it will go down and hit the bottom the battery is not user replaceable and acer is not even offering to sell it if you plan to play on battery then i hope that hour of battery life is good with you and if you play while charging it lets hope that you dont need it to be full before you leave as it wont get there easily the adapter is very weakrd the fingerprint sensor a great addition when it works i got my own pc a cheap chinese fingerprint reader and it work far better than the one on this laptop over success rate most time the fingerprint integrated in this laptop fail to recognize me many times enough to lock my machine and ask for pin code so i really rarely get any use of itfinally dont count on acer to support you they are even using a wrong photo of this product on their website fingerprint is not showing so it seems they were too lazy and used the photo of the previous model not recovery cd is offered in any form no accessories but the same low slow charging adapter
32,0.902844904,0,update a year later or so they seemed to have resolved last years problems noe its time to start s
30,0.243220201,0,the battery went from to in less than minutes
9,0.999412425,0,they installed minecraft and were left with barely gb of space left
32,0.992504747,0,youll need them had an issue where i blue screened the second time i started it up
9,0.954798877,0,the machine prompts you to insert the recovery usb and youre back in business in just a few minutes
15,0.751081879,0,i have been through computers in the last few years and they have all crashed or had technical issues
23,0.997033342,0,the battery is on its last leg though and will have to be replaced soon
15,0.7458248,0,i bought this computer as a stop gap measure after i spilled water on my previous laptop of years and killed it
15,0.721284094,0,i had this laptop less than a year and now it is just a paperweight
39,0.999530609,1,i wish this model came with a better wlan card
1,0.999992158,0,it is comparable to a gtx m or gtx m ie mid grade graphics cards but with less heat output
32,0.999145815,0,the back of my screen cover cracked months after i bought it and as of april the laptop screen is barely held together by duck tape
8,0.995297412,0,computer freezes on a regular basis when running photoshop
15,0.994863404,0,my last dell lasted years before the motherboard went
15,0.99998599,0,i bought this to replace my wife s acer aspire windows netbook that has started acting up after a few years
32,0.429355381,0,less than a year later and it no longer works
23,0.887145187,0,the laptops battery is last for less then hours
17,0.999774385,0,i had already spent several hours getting this situation resolved so i didnt need their help anymore
23,0.985465916,0,the longest it could last for is two hours if that and thats without the charger
9,0.339913713,0,less than weeks in and i cant get the thing to power up at all
23,0.997496425,0,not even say used or less battery life
39,0.999981111,1,it would be nice if it had the which im sure a variant will come soon but i can run any game flawlessly
23,0.999064474,0,the battery life last for hours almost three
23,0.999997583,0,regular usage will give you tons of time i have already tested it out and it lasts forever
39,0.984166601,0,if you left everything the same but added a sd card slot and backlit keyboard then it would get stars all the way
25,0.848275111,0,when i have contacted asus customer service they know less about computers than i do
19,0.564349983,0,this computer reminds me of a bare basic american car
5,0.983729787,0,after a month i opened it one day and the screen went white with the error chromeos is missing or damaged
17,0.990814864,0,that being said if you have the backup computer it is well worth it to go into the crosh and run it back to linux
25,0.961852939,0,the last laptop i bought was from acer and the screen broke within a few months
32,0.999955393,0,when i went through the instructions and turned it on the initial registration screen came on and when i went to type half of the keys didnt work
7,0.999910966,0,i was working last night on it i started at percent battery after three hours i was above percent running visual studio
25,0.999999948,0,the chromebook is under warranty and we had it less than a year but because my son ripped of the serial number tab on the bottom samsung will not fix the computer
5,0.999997226,0,about weeks ago my chromebook started shutting off on me and i eventually got the chrome os is missing or damaged screen
31,0.996928011,0,i spent the next couple hours performing windows updates and browsing the internet
17,0.657849643,0,the card hung out by a third or a half
15,0.58334618,0,one charge last hours and hours
39,0.999642375,0,despite the missing drive caddy cable out of the box i think this machine is worth every penny
4,0.997642814,0,if the price stayed at less than i would have given this computer a star
15,0.834082055,0,this feels as well built as my wifes macbook air at less than the price
0,1,0,if you want to highlight something like if youre copying a specific part of a sentence if you click and hold in the bottom left part of the track pad with your thumb and then use a finger to highlight it doesnt work
9,0.999946401,0,i have a regular laptop if i need any additional processing power or storage space
25,0.995105369,0,all i know is that less than a year later im out of a computer and amazon doesnt accept returns on this defective item
19,0.999480118,0,since im a writer i was looking for something portable with a keyboard to work on my manuscripts and also to manage all of my social media sites
0,0.999991415,1,any student who is not looking to drop a couple pounds off the weight of their laptop by eliminating the optical drive or getting a smaller screen will love it
0,0.998998376,0,has a solid build with a touch screen and back lit keyboard
9,0.997504352,0,i dont believe youll miss the extra power that the model offers if youre wanting to save
0,0.999999975,1,i rely on my laptop quite a bit every day and thought it would be a good idea to have a back up to it and something smaller for day trips when i didnt need to lug around a laptop but my iphone or ipad werent enough to do the job
25,0.875163535,0,third their support is very strange
38,0.735594112,0,for the last four year i used a macbook pro
23,0.997720116,0,its supposed to last about hours at power saving settings
39,0.999920103,1,i wished the screen resolution was better but overall this was a great buy
32,0.894921617,0,last weekend i received a message that an update to windows was avaliable so i installed it
31,0.999997385,0,today t spent hours on this dell machine and all that is left is to transfer info from the mac to the dell
17,0.998160517,0,i used to be a loyalist to their brand but my last or so experiences with them have all turned into a deceptive hassle e g they advertised cross shipping on returns but then refused to actually do it
14,0.922242699,0,missing dvd display and rj port
5,0.999997008,1,i think the add on works fine and hopefully will eliminate another screen replacement whether on warranty or not
31,0.99999776,0,i am getting around hrs after regular net browsing two hours of netflix using powerpoint and still around left of it
39,0.999296215,0,also after using the laptop for a while since i dont plan to use it outside of p resolution i feel that the gb of vram is plenty
15,0.999600068,0,i bought this laptop for my mom thinking it was just like the white acer chromebook that i bought on amazon a few years ago
23,0.999471859,0,the battery is built in but it can last about hours with surfing video or some less intensive use
17,0.998810289,0,i then did a forum search and it appears that several models of lenovos have this issue and theres no solid fix for it
1,0.999999994,0,heat has not been an issue yet and i have been running the machine for a few hours on starcraft ii counter strike global offensive and world of warcraft
15,0.999981095,0,we bought this as a christmas gift for my daughter last year
0,0.999986981,0,if you type in a manner that has your wrists contacting this edge you may notice some discomfort after a while and if your wrists lay over the front outside corners you will feel those digging in a bit as well
15,0.994248684,0,this is my last purchase of a dell product
10,0.999999994,1,all in all im happy to be the one to claim that some of the early issues reported here are not present in my machine so hopefully recent hardware and firmware fixes have been successful in fixing power up issues
1,0.999999997,0,the above along with th generation i cpu offers sufficient computing power for adobe cs web and design
6,0.983825378,0,i never knew what i was missing until i installed this baby
39,0.552364095,0,i have no need for the g model as there are plenty of public hotspots
9,0.999738709,0,on my hp windows machine ive used the drive less than times in the last years and of all those times were to install software
25,0.99320276,0,this is the tuxedo t shirt of laptops formal on the outside and party on the inside
0,0.999999976,0,i dont care for the start screen at all in fact ive actually managed to find a modification that brings back the start menu and it makes me feel like im back on windows
23,0.999030439,0,the last thing i want to talk about is battery life
0,0.999999698,1,experiencei find that i love the chromebook and i tend to use it more than my two regular laptops which i would be reluctant to take anywhere when i have this more compact lightweight portable alternative
9,0.999999994,0,i installed the system info app and i regularly see ram usage of around gb so some of the cheaper models with less ram may not perform as well as this one
14,0.999999962,0,no dvd either which is not a big deal but the ethernet port should be standard i think
16,0.938498428,1,it would be optimal to have an ssd and it looks like the bottom of the case can be taken off for upgrades
0,0.999989769,1,compared to my first two samsung chromebooks that had the larger screen and only owning this one for less that hours i hope that my first impression of this smaller size notebook will change
39,0.999895447,1,finally i still like a laptop that has a dvd rw drive installed it would be nice to switch it out with a bluray for those times im traveling and find a good movie on redbox
32,0.939902546,0,bought this for a couple that i regularly do computer work for
17,0.999993505,0,i got a message that the part arrived and called to schedule my second appointment second trip to the mall second day wasted on a new malfunctioning computer for the repair
0,0.999188431,0,its lightweight like a tablet but has all the capability of a regular laptop
0,0.999998326,0,if youre accustomed to touch screen it will definitely be a big adjustment going back to using a keyboard mouse
4,0.99997975,0,com and they gave me the same price listed here at amazon and upgraded to next day shipping at no charge
15,0.758714242,0,the last three weeks have been computer hell
25,0.825742753,0,battery went out less than months owning the computer
23,0.949551551,0,i consider the last model the iphone and this model the iphone
17,0.999856018,0,i didnt want the hassle of a return and i may even get the same pc back properly packaged anyway
17,0.998705664,0,after speaking with amazon support thought this was done but one hour later same issue
23,0.997567104,0,of course the battery power is less than satisfactory but i knew that going in
28,0.999999984,0,ditch them get thecrucial mx gb m internal solid state drive ctmxssdand put your linux distro of choice on it
15,0.974926842,0,that also lasted less than a year
16,0.976848661,0,just by the act of regularly opening and closing the laptop the frame around the screen as separated from the screen
9,0.703104456,0,hardware install less than minutes
39,0.964123366,0,i would like to not have it flipped like this exposing the screen to the elements but you cant get computers to turn on these days when the clamshells are fully closed even though the power button is on the outside
32,0.992142215,0,ive been toting this back and forth to class for a year and a half and counting
0,0.93919182,0,not quite the powerhouse of my lenovo i inch laptop but it weighs pounds less
23,0.99836633,0,as a last ditch i pulled off the cover and unplugged the battery
17,0.980667834,0,the next day the screen wouldnt function properly
23,0.989996137,0,changed out the battery and a couple of weeks later the same thing happens
15,0.998650594,0,i purchased another rog laptop a bit later and it is experiencing the same bluetooth issues conveniently after the warranty has expired
15,0.995070394,0,my last computer was also a dell and was fraught with technical problems as well so this will be my last dell
25,0.998398109,0,i bought this unit in dec of and the lcd didnt last one year
4,0.998241205,1,it would however be nice if the ram was gb instead of gb
15,0.99410176,0,i purchased the inspiron less than a year ago
30,0.999903961,0,horriblealso after less than two months parts of the screen are no longer working there are lines and boxes on it that dont show the picture
39,0.790449616,1,i bought the gb model which will hopefully last me a few years but its nice and snappy now
17,0.999986766,0,my actual rating should be closer to a or if i imagined that it had no hardware issues to begin with and that i didnt have to send it back to dell twice and still the same issue persists
0,0.999999883,0,my husband had purchase prior to this one a t brand with the works and backlit keyboard for me but i just found it way too big for me and from day one from using it i just did not like the feel speed and the size
27,0.999988385,1,item should come with the pen or change the image you are using to sell it
4,0.997687753,0,overall it is worth the prime day price tag of
27,0.996927096,0,i used it for less than three days and the computer crash no operating system found
4,0.834866203,0,really overall a solid basic computer
23,0.999936987,0,when left unplugged even when above battery it will give you warning messages that you have charge
15,0.850085926,0,it has been less than a year when i ordered this laptop
37,0.999999999,0,while i was removing the back panel the panel broke in half so now i have a x plastic brick that doesnt load and crumples once taken apart
23,0.999609763,0,the battery seems to last around hours
32,0.999999295,0,edit three months after purchasing this laptop i started to get power resets every few days where the machine suddenly loses power and then everything goes blank
17,0.994689271,0,have spent the last two hours trying to get pictures we took on a vacation to load
8,0.999871878,0,you may want to experiment with google chrome on your regular computer before purchasing a chromebook
23,0.999831124,0,i was listening to streaming music last night using the dac in the usb port and was all over the web during that time
38,0.999992494,0,without retina the macbook air looks very last decade in terms of technology
6,0.989476355,0,i upgraded my last computer to windows and with this one it was pre installed
8,0.999999415,0,there is a problem also with chrome browser that refuses to imagine a scenario where the user being somewhere abroad wants to be informed by an american site in english
15,0.943539689,0,my last laptop was a hp and i had it for about years or so
32,0.998817175,0,so i initially ordered one and every time the darn thing came back from sleep it would blue screen
32,0.999270206,0,this was my husbands christmas present and even after ordering it last minute it came on christmas eve despite a delay
19,0.999999652,0,when on the road i need a device that allows me to write edit web surf and post on social media while on the plane or in the airport
32,0.996018274,0,he has previous experience with a windows laptop having had zero computer experience prior to agree
39,0.727349651,0,for the price though theres no way this computer could receive less than stars
16,0.999127109,0,it was a strange and unnerving to feel the keys being pressed on the back side of the screen while holding it
15,0.582596253,0,i tried all types of laptops and tablets in the last month
25,0.926282537,0,third the warranty has passed few months
9,0.30478085,0,but less than processor speed downs mhz
39,0.999999907,1,i wish the screen was p honestly but the p screen works just fine and is a good trade off for good frame rates and battery life i my opinion
15,0.998978038,0,piece of junk didnt last a year
32,0.999943746,0,after using my eee book less than a week the screen froze and will no longer turn on
16,0.994626614,0,i literally sit next to my friends gaming laptopss with the same power and they look like cement bricks
23,0.99115568,0,once the battery life says less than it might shut off on you before it gets to so just be mindful
15,0.890205114,0,ive had this item for less then months and already crashed on me
16,0.950041879,0,it started skipping around and trying to drag every element on the screen
25,0.999786004,0,the screen cracked internally and acer tried charging me an extra for repair
32,0.999973186,0,i bought this computer last minute so i could take it a two week trip and get my websites updated lord
39,0.994913404,1,while i wish the screen was a touch bigger for the price you cant beat it
10,1,1,screen graphicsas the title with retina display would suggest the screen graphics are quite noteworthy
17,0.999850286,0,i proceeded to contact acer warranty repair and found out that i was outside of warranty by days and that there was nothing they could do to help unless i wanted to pay them for it
0,0.669204551,0,this is not a replacement for a regular computer
0,0.532435664,0,i will never buy a laptop with a resolution less than p again
5,1,0,i got this pc yesterday as i started to enter the preliminary settings i got and error code xcf which said your pcdevice needs to be repaird a required device isnt connected or cant be accessed also the screen is upside down i did control and alt and arrow up it flip back in a second and started to click
39,0.998615344,1,i thought it would be great for no more computing then my husband does we will probably give it to one of our grand kids going to college
17,0.999998707,0,if you want to pay hundreds of dollars for less than hours of laptop use then over to ship the laptop to a rural location in texas to be looked at but not fixed and then waste time on the phone with customer service then this laptop is the one for you
15,0.999678366,1,the only thing annoy me is shortspan battery time i hope the next generation macbook air improve it then i will be mac fan
16,0.998912661,0,laptop style flat back bend for video playback or as a tablet
15,0.999999806,0,last year i bought myself an ultrabook for taking notes now i wish i had bought a chromebook instead and saved a few hundred dollars
39,0.9998486,1,unfortunately that microusb doesnt do anything else useful it would be nice if it was a secondary microusb port but perhaps that is too hard to do through bluetooth
8,0.998015369,0,you have to go back and tweak things on the phone even though both devices are logged in to the same account
23,0.998472668,0,have owned it almost years now but last night the thing exploded in my livingroom while i was running updates
25,0.813099818,0,dont buy guysi have called n number of times to fell service centre they are help less
14,0.984473985,0,i did buy a wireless keyboard also because i need the keypad that is on a regular keyboard
15,0.982689824,0,i had purchased this same computer from another amazon vendor a couple of weeks prior to and i sent it back as well
14,1,0,the usb c ports are working well and i bought a multiple port adapter which gives me a regular usb port along with a hdmi port an another usb c port for charging
32,0.997467041,0,it broke and a few years later i asked for one for christmas and got one
39,0.992735906,1,since this is only a minor cosmetic issue i didnt detract any stars but it would be nice to have fixed for other users
39,1,1,i know i replied to this message weeks ago but i have not received any help so far the manufacturer seems to think that its your problem and the people of your and say i have to deal with the manufacturer who wants me to send it to texas because the screen is set to its minimal brightness so its impossible to configure the computer unless i can configure it i can not actually change the screen brightness because the function keys do not work unless they are attached to windows ive tried everything i can to fix it so if you could give me some advice on sending it back to you or perhaps you sending me another one so i have a box to send it back in that would be great because i just got back from vacation and i have to review this machine to see if were going to buy a hundred of them for a company but the moment its starting to look like were not going to bother because they dont have tech support but i do on this one and i would like it to work so if you can sort something out that would be great and if you can at least grant me the decency of a reply thank you very much
39,0.970038781,1,one thing it would be nice to have another color besides white
25,0.98934796,0,avoid this product after less than months of use the screen has gone faulty
15,0.926308596,0,there wasnt one of these on either of my last three computers
15,0.856120879,0,in looking in the computers history i saw that the last update was in
17,0.999999922,0,i have spent hours on the phone with tech support including shipping it back to them twice
15,0.970604016,0,the computer itself is very solid and well built it feels a lot sturdier than my former dell z which i paid double for
23,0.958212233,0,as time went on the life was about hours with regular use
8,0.997505456,0,we needed a second computer to use for our home business when both of us need to be on a computer at the same time
15,0.879899731,0,believe me you will atleast be ahead of competition for next few years
39,0.9997114,0,its so portable because of the size and openingclosing to life that id just throw it in my leather work bag or purse and scratched the outside a tad
0,0,1,my only con about the backlit which is nowhere near a dealbreaker is the keys get alittle hot from the light or the heat fan im not surethe fan is quiet and its in the back so it wont burn you the only time it gets hot is when your in high power mode playing a game using nvidia graphics but using the intel graphics you wont feel the heat at allwith the intel graphics my games are alittle laggy but its intel so its much better than older graphics but can still max out some games with only little stutters of lagthe screen viewing angles are great you can see from every angle with no glare due to its ips screenthe back logo lights up which is cool eyecandythe keys arent slippery there nice so when i type fast i have no problem and my fingers dont slide on to other keysif i was to be nitpicky the only thing id probably complain about is i just wish this had one more usb slot but thats nothing serious you can buy an external one and when you first have it its alittle slow and laggy because the isnt updated fully you just need to update win then that issue will go awayupdating to win is great but you must reinstall the atk package and other programs to make sure it works on windows asus face id doesnt work on windows just go to asus websiter put in your model and installlastly its an energy saver laptop which is great it saves eletrical powerthis pc is not heavy and would be great for travel the only issue is the subwofer its actually alittle bit bigger than what it looks like in the pic to carry that around with the asus is alittle annoying but the sound boost is worth it the hotspots on the pc are in vry great places so you dont get burned when using the pc its above the keyboard which is a great spot and the screen gets alittle hot but the only way the pc will get hot is if you game on it so you wont be using touch for gaming so that eliminates that problemoverall this pc is amazing and you should buy it i highly recommend anyone to buy it this laptop is worth every penny just do your research contact the seller and make sure they are selling you whats in the desc and if it matches then buy it dont buy something used and expect everything to run like new being cheap will only end you up with a problem that you have to fix
15,0.995286426,0,i spent over for a computer to not even last one year
28,0.999062882,0,the speedy solid state drive uses way less battery and the laptop operated over hrs on a charge
32,0.979735633,0,the replacement refurb flex would no longer turn onpower up after less than weeks
14,1,0,there is a mini dock that comes with the laptop that provides a usb c dc input one hdmi port and one regular usb port
