,Sentence,Class
3250,one thing it would be nice to have another color besides white,1
3251,avoid this product after less than months of use the screen has gone faulty,0
3252,there wasnt one of these on either of my last three computers,0
3253,in looking in the computers history i saw that the last update was in,0
3254,i have spent hours on the phone with tech support including shipping it back to them twice,0
3255,the computer itself is very solid and well built it feels a lot sturdier than my former dell z which i paid double for,0
3256,as time went on the life was about hours with regular use,0
3257,we needed a second computer to use for our home business when both of us need to be on a computer at the same time,0
3258,believe me you will atleast be ahead of competition for next few years,0
3259,its so portable because of the size and openingclosing to life that id just throw it in my leather work bag or purse and scratched the outside a tad,0
3260,my only con about the backlit which is nowhere near a dealbreaker is the keys get alittle hot from the light or the heat fan im not surethe fan is quiet and its in the back so it wont burn you the only time it gets hot is when your in high power mode playing a game using nvidia graphics but using the intel graphics you wont feel the heat at allwith the intel graphics my games are alittle laggy but its intel so its much better than older graphics but can still max out some games with only little stutters of lagthe screen viewing angles are great you can see from every angle with no glare due to its ips screenthe back logo lights up which is cool eyecandythe keys arent slippery there nice so when i type fast i have no problem and my fingers dont slide on to other keysif i was to be nitpicky the only thing id probably complain about is i just wish this had one more usb slot but thats nothing serious you can buy an external one and when you first have it its alittle slow and laggy because the isnt updated fully you just need to update win then that issue will go awayupdating to win is great but you must reinstall the atk package and other programs to make sure it works on windows asus face id doesnt work on windows just go to asus websiter put in your model and installlastly its an energy saver laptop which is great it saves eletrical powerthis pc is not heavy and would be great for travel the only issue is the subwofer its actually alittle bit bigger than what it looks like in the pic to carry that around with the asus is alittle annoying but the sound boost is worth it the hotspots on the pc are in vry great places so you dont get burned when using the pc its above the keyboard which is a great spot and the screen gets alittle hot but the only way the pc will get hot is if you game on it so you wont be using touch for gaming so that eliminates that problemoverall this pc is amazing and you should buy it i highly recommend anyone to buy it this laptop is worth every penny just do your research contact the seller and make sure they are selling you whats in the desc and if it matches then buy it dont buy something used and expect everything to run like new being cheap will only end you up with a problem that you have to fix,1
3261,i spent over for a computer to not even last one year,0
3262,the speedy solid state drive uses way less battery and the laptop operated over hrs on a charge,0
3263,the replacement refurb flex would no longer turn onpower up after less than weeks,0
3264,there is a mini dock that comes with the laptop that provides a usb c dc input one hdmi port and one regular usb port,0
3265,had one few years ago provided by my job when i retired i didnt feel i could afford one so i bought another hplasted less than years before it crashed,0
3266,i often find myself pinching to zoom which also makes the screen size much less of a problem,0
3267,were sent to a support web site that did not work subsequent one hour chat straightened that out,0
3268,used less than a year,0
3269,touch pad sticks and makes screeching noise when you depress caps locks button you have to depress multiple times to make it work back lid of the screen uneven,0
3270,three months after that previous service she hadnt used it for several weeks and when she went to verify the battery level before going on a trip it wouldnt boot up,0
3271,for those with whom you share your chrome device regularly you can add them to the list of permanent users,0
3272,this represents an area in which dell will hopefully make improvements in its next gen model,1
3273,hopefully some kind of resolution will be forthcoming,1
3274,the battery seems to last her all day,0
3275,it is now running on windows and still has the same multiple daily system crashes,0
3276,it has less memory than my cell phone,0
3277,i used a hulking beast of a laptop up until last week when its battery charge holding capabilities became virtually non existant,0
3278,the lenovo brand is solid and seem to be built to last,0
3279,i bought one of these for my wife last year an just bought this one for my teenager so she can do her homework without stealing my work laptop,0
3280,the computer had no charge when i got it but it took less than an hour to charge to once i plugged it in,0
3281,the laptop was checked on the local lenovo service center and they charged me to import the spare screen and replace it,0
3282,it was in sale for last year which is a steal,0
3283,not recommended at all the screen stopped working in less than months,0
3284,i bought this because i have the samsung chromebook in september of last year which my wife didnt think she would like,0
3285,they called me less than hours after the case was opened another big plus but they had my laptop registered to someone else and i had to call them back when i had the laptop in front of me,0
3286,in addition this laptop is anything but quite as soon as there is any load on the cpu or gpu seems like there always is with windows the fan sounds like there is a monsoon happening outside i have yet to dink with the power settings,0
3287,i have owned several or less computers,0
3288,my regular computer is a in laptop which is too big to lug around a lot and is bulky to use in bed,0
3289,the next step to fix the issues is to go to the device manager and find the wacom driver under the human input category,0
3290,screen went out in less than monthsits still lights up but is blank,0
3291,physically the outer case of it the back side of the screen has a visible dent in it,0
3292,i wish the screen size was a little bigger,1
3293,what a mistake my macbook crashed on me after less than months taking me hours to read forums reinstalling the os and recovering from a time machine backup,0
3294,i got years out of my last asus,0
3295,there was no outside damage to the screen,0
3296,lastly there is no external audio input for recording or a mic input either,0
3297,edge stopped downloading several times and on the last attempt i was informed that it would take hours to finish downloading,0
3298,last toshiba product i ever buy from them,0
3299,i think my phones display looks way better than the laptop chrome os can be a bit confusing but it doesnt take too long to learn and get used to chrome os could use a little improvement no doubt it will definitely get better as time progresses a larger screen would be nice but would probably make it a bit more expensive you cant really store any local files considering the fact that it only has gb of storage,1
3300,seemed to perform well but the buttons for the mouse were hollow and it was like it wasnt well made maybe a part was missing under the buttons,0
3301,windows was not installed properly therefore i had to send it back,0
3302,at school i can have multiple items on the screen and listen to music all at the same time,0
3303,and i dont think it will last one year,0
3304,it served me well for the last years and i never thought id go back to a pc,0
3305,actually since the update my display driver has been failing less,0
3307,i would have rated this stars if the battery charge would last about hours,0
3308,watching on netflix in chrome barely last hours,0
3309,runs counter strike global offensive at a solid fps,0
3310,buy a dell so you have something to use while the warranty department sends it back any forth never actually fixing it,0
3311,update after three month of daily useprosweight you barely feel if your bag,0
3312,and the battery last,0
3313,still using it regularly three years later,0
3314,there is not a disk drive although in this day and age next to nothing needs a disk drive if you do the user can purchase an external unit,0
3315,but the highpoint l has ports instead of comes with cables and costs less at here on amazon,0
3316,i believe this is one of the last models if not the last that has the cd drive built in with all the ports,0
3317,because the battery was integrated i couldnt replace it myself so i had to return it and get a second computer of the same model,0
3318,i had intel wifi hardware on my last laptop and never had these issues,0
3319,the outside surface opposite from the screen has what appear to be two copper looking lines,0
3320,a few years back i wanted a macbook air,0
3321,a few hours later they would turn on but still would not turn on,0
3322,less storage shorter battery life and slower processor,0
3323,i wish i could use the documents without needing wifi so i could take notes on it overall worth the price,0
3324,i assume a manufacturing issue as there is no external screen damage on the front or back of the lcd panel,0
3325,now a year later the same issue happened again out of warranty this time,0
3326,lastly if you do decide to get this notebook and upgrade it with an ssd drive remember that you must initialize the drive under windows disk management before windows or the notebook can see it,0
3327,has a slightly stronger graphics card but its a pain to setup since a later update made it stop working,0
3328,you are left with needing to use an sd card reader usb to add space so that windows can continue to try to update with an external drive,0
3329,this was their last chance this computer is being returned and i am getting something from another manufacturer,0
3330,had it less than a month and twice i had to do a powerwash on it,0
3331,i wish the screen was a little larger with less bezel but thats a minor nit,1
3332,just couldnt get used to the unfamiliarity of the programs which would not have been a problem except that i am dealing with several health issues all at the same time,0
3334,one it doesnt support itunes which is fine but it would be great if it did,1
3335,im reality there are multiple dents in the side and big crease in one side of the screen,0
3336,stopped working after less than a year recovery app wouldnt work asus said i have to send it in then days after recieved for repair wouldnt send replacement or recovery flash drive,0
3337,this is second battery in the laptop and it is the same behaviour,0
3338,it does the job but its works slower than my last computer,0
3339,update ive occasionally had an issue where i cant turn the computer back on using the power button,0
3340,i dont know if its a result from me accidentally dropping it and breaking off the two usb ports i had an external hhd plugged in at the time on the left side,0
3341,after the purchase i have found this computer for less at local office supply stores,0
3342,i paid for touchscreen but its just a regular screen,0
3343,my point is that the less than helpful bt functionality doesnt seem to be the fault of the hardware rather its a limitation of the os,0
3344,consthere is no back lit keyboard which i have never actually had however i can see this being beneficial to any laptop user,0
3345,i then tried to roll back to the previous system image within the gb recovery partition by pressing f when the system started,0
3346,so for instance if you want to store your google play music and movies on your chromebook youre currently limited to the internal memory,0
3347,after my warranty is over which is less than yr felt cheated on this,0
3348,makes me wonder what else is missing going to pick another brand after this experience,0
3349,unlike my regular laptop the zenbook seems to have an internal battery,0
3350,i have spent over hours on support with lenovo trying to get windows pro back on this machine,0
3351,btw being an asus user for year that is was my last asus product,0
3352,last year i bought a toshiba laptop for one of my sons for school,0
3353,chrome os also means no virus solid state drive makes your boot time literally seconds gb of ram is plenty for people with less than tabs,0
3354,for reference the last review is copied below i am writing this while sitting at an airport in phuket trying to run excel on the surface book and having it lag the beejesus out of the machine,0
3355,you are going to say well i guess grandmas christmas jammies she knitted me last year could have gone in my checked suitcase on this leg of the trip,0
3356,ive seen my brother in law sitting outside for hours without plugging it in,0
3357,that way maybe the battery will last a while,0
3358,i ordered one of these opened the cover and there was an error message on the screen chrome os is missing or damaged,0
3359,he tried everything and the last try took it hours yes hours to finish and yet didnt work,0
3360,but im not expecting missing part,0
3361,last straw was when the micheadphone port stopped working,0
3362,it would be great for students a second computer or for anyone who is just looking to have the ability to get online and access basic programs,1
3363,also the battery can last over hours sometimes over hours depends,0
3364,tf card for those outside the us,0
3365,keyboard is about the same as the asus and this model isnt back lit,0
3366,less than a year,0
3367,i have owned this laptop for year and months which is just outside the warranty period,0
3368,i played this at work on a hour shift when our ac went out in tx while its degrees outside,0
3369,seems i had a month to return to amazon so no luck there less than hours and i received a reply email from asus customer service with a link to start the rma process,0
3370,i then called back and spent minutes on the phone about minutes on hold w a tech who initially spent minutes trying to instruct me on where to find the hibernation setting in windows and eventually advising me i could resolve the problem by setting the computer to never go into sleep or hibernation mode after being turned on,0
3371,it is a few people spamming pretending to be multiple people having this screen issue,0
3372,i was up and running in two evenings and back to actual productive work on the second evening,0
3373,im hoping this laptop will last me years,0
3374,price should be less than,0
3375,customer service is a joke barely speak english and troubleshoot from a piece of paper,0
3376,now i noticed that the battery doesnt last anymore even when i charge it overnight,0
3377,i just received this computer and have spent the last days removing disabling lenovo programs that interfere with my web browsing,0
3378,i looked at the gb but for the price i would suggest getting the,1
3379,the bestpurchase i made for gaming computers in the last years,0
3380,it would also be helpful to have a distinct physical bar separating the a key from the caps lock reminding the user of unique key locationsnitpicking thoughts both the i and gtx stickers were unevenly placed mismatched angles compared to the keyboard ships with near gb on a recovery partition,1
3381,whenever something breaks we call up dell technical support and their warranty services fix it next business day thats what we use,0
3382,it arrived yesterday and i had it installed in less then minutes,0
3383,well the last time mine did it it blinked the power led times and would not come up,0
3384,the speakers will not work if you have had headphones plugged in since the last time you restarted and the graphics driver stops working about once a day,0
3385,ya it would be nice to have that also be an ssd but with the gb ram in this i dont really mind it much at this point,1
3386,the computer did not last days,0
3387,it would be better partitioned to gb for windows so that you have the remaining gb for data but oh well that can be done if needed later,1
3388,i still dislike the fact that you cant drag and drop a file from google drive to dropbox,0
3389,my asus laptop isnt doing well with travel the frame isnt holding up well so i needed something else that will get me through my last couple semesters of class and then my internship,0
3390,ordered of these to use for tutoring at local youth center of them have had battery failures within days from receipt,0
3391,theres also a sd card storage slot which ive added a gb card to for extra local storage if i need it,0
3392,i was traveling a lot so i figured it would be nice to have a prettylightweight laptop with a full keyboard that i could use to do emails basic web browsing and google docs,1
3393,the white screen is strange and displays squares of multicolored pixels all over it,0
3394,one of them would no longer turn on after less than a week of use maybe hours of screen time,0
3395,i just purchased this laptop and its been out of the box for less than hours,0
3396,no moving parts also means less to break,0
3397,i have used the macbook air for the last three years as a middle school teacher,0
3398,it seemed like it would be great if it had arrived in working order,1
3399,again i spend over minutes filtering through departments with individuals who barely speak english and need to transfer me or put me on hold,0
3400,lower power consumption and less heat than spinning harddrives,0
3401,but after less than a year the hinge on the laptop broke,0
3402,overall for the price this samsung chromebook is definitely worth it,0
3403,i could last for hour while listening to music w earphones programming in visual studios,0
3404,flies thru everything i throw at it months later i started getting a red line down the screen bummer and without getting the warranty im out of luck,0
3405,x on a laptop is simply not good enough by s standards so hopefully we see some new higher resolution displays from apple in the next year,1
3406,i probably wont upgrade memory any more but it would be nice to have the option,1
3407,i have a cooling fan in one an external usb port hub in one and a mouse dongle in the third,0
3408,i like that the network internet page tells me my data usage for the last days,0
3409,once it is charged it will last for five or six hours without a re charge,0
3410,the last windows computer i bought was back in,0
3411,powers up in about seconds battery life is around hours depending on usage and i streamed a p hd moivie last night,0
3412,barely months later i took it out to prepare for a presentation and it wont take a charge or power from the ac cord,0
3413,i wish all computer problems were this easy to solve,1
3414,i have to see if it last longer than a month before making an assessment of the product,0
3415,i havent had any problems or computer errors at all i took off a star because this does not last hours on battery,0
3416,it draws about w or less while in use with a charged battery compared to almost w from my custom gaming pc,0
3417,then what brand chromebook then was it worth the extra for this toshiba over their gb standard res version,0
3418,you can get a gb ssd the extra gigs of memory and the hdd caddy for easily less than combined if you shop around,0
3419,i printed the label and left the package outside before i went to work the next morning,0
3420,i received the gb model of the asus chromebook flip last week having pre ordered through another online retailer,0
3421,again asus says i need to send it back and they promise to actually replace the computer and not just send me back the pos i was sold,0
3422,as you can see in the product description the laptop is supposed to last up to hours on a charge,0
3423,i installed a third party wireless router and configured internet services on the macbook in a few minutes,0
3424,now with a separate speaker to lug around the compact size has much less value,0
3425,he offered me expidited shipping on to send the computer back in for service on the same unit,0
3426,boots to home screen in seconds or less,0
3427,the directions are cryptic and the last frame asks you to change the bios but doesnt say what,0
3428,i bought this last year on september th,0
3429,amazon gave me the choice to order the same computer again or just get my money back,0
3430,next the following shipment arrived with a defective battery,0
3431,i can load up my computer from power off and be playing a biggame like dragons dogma in seconds probably less,0
3432,i wont rehash all the technical stuff that is already stated in the description,0
3433,in summary if you dont mind to spend for a computer that last one year go ahead and buy it you will be please,0
3434,i couldnt get it anywhere else for the price outside of amazon,0
3435,folks who dont know how to replace a driver might have to spend an extra at their local computer shop to get this cleaned up,0
3436,this computer has lasted me over a year and a half now through the bushveld of southern africa during my fieldwork days and beyond,0
3437,if you want to download external programs outside of google then it wont work,0
3438,a denotes an attribute in the dells favor and a denotes an advantage to the t dell i vs asus t larger screen size vs both at x resolution roomier keyboard that is much easier to type on more flexible screen i wish i could tilt the t screen back another degrees more memory and is user upgradable more storage and is user upgradable much faster charging t uses microusb charger which is slow faster cpu pentium n vs atom z or the older z shorter battery life hours vs hours heavier especially in tablet form bulkier power supply and uses a pronged power cord worse build quality dell uses soft plastics and the finish scratches easily higher street price at time of this reviewall in all i really like the dell,1
3439,the tablet introduction a few years ago killed the netbook market,0
3440,i purchased this computer for my daughter this time last year for school,0
3441,buy from lenovo and not a third party so you are actually supported,0
3442,will purchase this model again hopefully these issues will get resolved,1
3443,the battery last for about hours,0
3444,though i would say my actual use time is about hours per day some times less,0
3445,if you are a regular person like me you will spend hours going through through the help forums on lenovos web site,0
3446,not one product i have bought from hp in the last years has worked as advertised,0
3447,if you do not like the style of windows it still has the regular windows look to it as well for the desktop,0
3448,it has been sent back to samsung twice to be fixed and has been returned usable for a few hours and then back to the same error message,0
3449,perhaps they thought it is not going to make much difference but believe it or not chromebooks are quite useful to copy data from one place to another e g pictures from flash drives to external drives and movies from external drives to flash drives and a faster interface will be quite useful here,0
3450,sounds like they are trying to drag it out until year warranty has lapsed,0
3451,again my advice dont spend the money get another computer for less and with less problems,0
3452,when i turn the computer on or wake it up from sleep it loads up in probably less than seconds,0
3454,stopped working in less than a year,0
3455,this thing didnt even last me a year the touchscreen barely made it three months,0
3456,ive had to do a computer refreshreset twice already and ive had this computer less than weeks,0
3457,on initial bootup the cpu is already running at every few seconds,0
3458,well let me take that back i just went and opened up netflix to get the name of the missing driver and it is now working,0
3459,i still have all of the hp laptops i have purchased over the last years they all still work,0
3460,its still operative after two years even though its missing bits now,0
3461,since it has a metal edge i am worried it will get caught on something and break the drive and or outside case,0
3462,this model should come with a warning label do not purchase for any reason,1
3463,pro vs regular the pro is faster and for an extra i wanted the extra speed,0
3464,compared to my last pc updates powering on and opening programs are times faster,0
3465,im going to try just a regular windows op system like im used to and not even try another chrome book,0
3466,computer is acting up and screen is not functioning properly,0
3467,keyboard and touchscreen already has problems less than one year using,0
3468,after getting it i realized that didnt have a regular hdmi port and also didnt have a memory card reader,0
3469,for lighter workloads and if you use the intel p state governor for dynamic cpu frequency adjustment that can be stretched to another hour or two,0
3470,when i asked farat herman client technical support specialist why he could not track my laptops location at the warehouse his initial response was that it probably was re issued to another customer,0
3472,sent it back they fixed it two months later the battery died again,0
3473,my friend bought a pro last year and when i showed him this he thought it was an air,0
3474,added another gb of ram in less than a couple of minutes,0
3475,still need to get used to the chrome os missing programs and online apps,0
3476,when the laptop was received from asus the solid state drive was there but the terabyte drive was not correctly configured and appeared to be missing,0
3477,asus wants the price of the laptop to bring it back to life not worth it,0
3478,what reassurance do i have if the notebook is repairedreplaced but the same problems reoccur but outside of the year warranty window,0
3479,when gaming you get less than an hour,0
3480,it has the macbook esque ability that allows you to immediately start using it from where you left off if you just closed the laptop lid instead of powering off i really like this feature and it doesnt waste battery or anything to do this,0
3481,my mode of operation is to have my thumb on the left mouse button and my index finger doing the tracking but with this style of trackpad that tends to result in misclicks and slightly incorrect highlights,0
3482,no issues encountered and i was back up and running in less than an hour on the samsung drive,0
3483,if i had to go back to windows id get a dell with their gold premier whatever enhanced technical support and on site service,0
3484,lastly it has a blu ray drive which i missed in the specs when i ordered it,0
3485,slowest laptop i have seen in last years out of the box,0
3486,i am an international student and i had exams last week,0
3487,i expect this machine to last me to years so im looking forward to next gen programs,0
3488,i understand the reason it drives up cost but to me having an ssd in this system would make it even faster and make the battery last longer,0
3489,we got this for my mom she wanted a tablet but there are non that have a usb port so we got her this the keyboard has a usb port and i also got her a converter for her memory chip for her camera now she can surf the net and look at her pictures and do all she needs and wants on the internet,0
3490,next morning i contacted asus and was told that the subwoofer was not covered under the warranty for physical damage,0
3491,just hoping that it would last a few years,0
3492,installed windows in less about minutes,0
3493,the asus customer folks told me it would be to repair the laptop after the first failure and same cost just for the boot disc when i could have bought a refurbished entire laptop for the same price so i went with the local tech,1
3494,also the keyboard feels hollow when you type on it like you are going to push into the chassis of the notebook,0
3495,does everything a regular computer can,0
3496,this is the fourth laptop same make and model weve purchased in our family,0
3497,a year and a half later i bought the version of the macbook pro,0
3498,i decided not to get the touch screen because of the glare and smudges i had to deal with with my last laptop,0
3499,i didnt order in my name but it was ordered in the same last name for me,0
3500,i bought this computer last year for my husband,0
3501,this would be my last acer product,0
3502,i am in the process of sending the computer back a third time for the very same problem,0
3503,i was taken to the same screen multiple times that read something like we are setting things up for you,0
3504,but man all of the features i paid over g for before i now have for less than plus i get bluetooth and a touchscreen,0
3505,it would be nice if the hdmi port was a full sized one,1
3506,i was considering a macbook macbook air and macbook pro but i didnt want to pay an arm a few toes and a lot of money for an apple product that does the same thing or even has less specs than the asus zenbook,0
3507,it would be nice if the keyboard was backlit but i understand thats asking too much of a computer for the gb model which i highly recommend for only about more than the model with half the memory,1
3508,it would be helpful to have another computer or tablet so you can look at manual and google questions,1
3509,in short and answering most of doubts that tapeworm before buying it they would be if to bring before wifi like everything portable one at present the controler or integrated it is of mark realtek hence it always goes to have support since this manufacturer of integrated performs the best thing for software or support of software if for x or y reason hp does not give any more in version later of windows or thinking to future with an excellent sign reception i have it on a second floor enough distance from which the modem is and without problems it manages the sign if to bring reading unit of dvd and quemadora of dvd not to bring bluray since the price is just and works perfectly if it brings to mount more memory ram at present it has a module gb ddr or mhz of mark hyundai in the integrated ones lets say that alone good behaves that for the processor and configuration of bios and card mother covers the module to mhz if to bring webcam and is relatively good for the price that is paid,1
3510,i kept testing out the laptop to try and figure out what was up and in the process i got several bsods and the battery strangely went from to while the laptop was just sitting on my desk for a couple of hours,0
3511,i had this computer for less than four hours and its already blue screened i am furious,0
3512,i bought this laptop not from amazon as it my previous lenovo yoga flex screen would go blank and flicker again and again,0
3513,note i had never upgraded this laptop to an ssd so i can not comment there i did not use the speakers a whole lot since i was in a location where headphones would be better suited though with my sonys which in large part is a to the headphones the sound was great the overall matte look is something i really liked too access to the bottom is something i loved too remove two basic phillips head screws and you can easily access the hdd ram and even the fan which if you needed to take it out and clean it or replace it looks like it would be a peace of cake this doesnt apply to all people but i have not had a single issue with any linux distribution i had thrown at it overall every single one worked flawlessly with this laptop once i made a few bios changes like turning off secure boot,1
3514,the touchscreen has no useful gestures which is not really asus fault its just like damn nobody thought of useful ways to use this thing,0
3515,ive had the battery last for hours some periods without wi fi on,0
3516,when i got the computer back after weeks it still has the same problem,0
3517,im looking forward to seeing what happens over the next few years,0
3518,i bought a surface pro with them last year and went back for a dell xps i version,0
3519,i use videoconferencing regularly for work and i have to borrow another computer to do it now,0
3520,october technician came to my house with the motherboard took it apart to find out that dell did not include the proper heatsink she put the case back on in a rush and left,0
3521,seeing as to how my blade is now outside the year warranty i think i am stuck living with this issue,0
3522,i was installing multiple programs at the same time and man must i say the thing ran like a champ,0
3523,unclear of what needs to be done we bought it less than year ago,0
3524,one item i wish it had was back lit keys for typing in the dark but you can not have it all for a machine that costs,1
3525,if you dont mind spending the cost of the drive and you find one that is mm or less in thickness you could replace the drive by removing the bottom screws on this laptop,0
3526,for the price less than its a winner,0
3527,eta it would cost to repair the cracked lcd screen its not cracked on the outside so something must have cracked on the inside,0
3528,as you read the support pages you see how several customers actually did send their laptops probably out of the return period to the service center and had screens and motherboards replaced,0
3529,i cant believe ive put up with regular disk drives all this time,0
3530,i regularly use the usb port with a gb usb flash drive where i store music and files i need and it works well,0
3531,so now my system is in fact touch less now,0
3532,lastly i know some others had confusion about whether it was an i or i i bought the i because of the price difference,0
3533,i have had two chromebooks over the last few years,0
3534,lastly anything i want to save to a local drive i just save to a memory stick,0
3535,i am no computer expert but my last laptop was an acer,0
3536,it could scoot back and forth in the practically unpadded inner computer box in four directions seven or eight inches,0
3537,i had the gb model though and i did notice lag regularly with its rockchip processor,0
3538,i think the build is good but i wish the actual computer performance was also as good,1
3539,replacement computer second shipment did the same thing returned it,0
3540,the device battery gets charged in less than two hours and lasts approx,0
3541,this may be caused by charging over usb c instead of the regular ac port,0
3542,and now that ive had it for months the battery which used to last almost hours now barely lasts,0
3543,the last dell they had lasted for almost years,0
3544,they never inform you of the repair status the website warranty repair check in doesnt work so you have to go through asian foreign phone reps,0
3545,purchased a samsung chromebook xec kus gb ram gb ssd that was less than the asus,0
3546,have had problem with computer failing to start up properly have contacted dell support who now state there is a day warranty and i should ship the computer back to them to look it over,0
3547,this item is at the big red circle store through september that is a steal,0
3548,the battery by the way last for hours,0
3549,most importantly for me when you place a p screen on the computer it would be nice to be able to play p videos without stuttering which this laptop is unable to do,1
3550,trust me i tried calling the us service number and they wouldnt even talk to me once i told them i lived outside the us,0
3551,even if you check keep logged in on your regular chrome account youll have to login every time here,0
3552,and i just have not encountered the issues i have regularly with windows updates that dont work or take forever to load frozen screen shut downs you name it you know what i am talking about if you have ever owned a windows computer,0
3553,i purchased this for school because i am in my last year and my microsoft expired,0
3554,and do not buy it at the big computer store with the yellow sign,0
3555,the battery doesnt last up to hours as stated,0
3556,i purchased this item on promotion for but id think its worth the standard i see it listed for on amazon,0
3557,i knew that coming in but i think it would be nice to know whole process took place in vaio japan,1
3558,died in less than a year,0
3560,i like the hdmi output really useful for watching something on a big screen,0
3561,there are no signs of physical damage to either the back of the screen or the front of the screen but samsung says the screen is physically damage,0
3562,since i was outside and away from a wireless signal i turned off the wi fi at this time,0
3563,it turns out that the os load was faulty resulting in the blue screen of death several times a day,0
3564,upton turning it on it been loading software for last two hour,0
3565,and the way google drive is set up when you save its seamless and identical to saving on a local drive,0
3566,used it no issues screen closed opened back up minutes later and not so much as a drop of life in this thing,0
3567,understand though that my last computer was a dell dimension,0
3568,i also have had the computer for less than a year and am having charging issues,0
3569,i decided on the pro version over the regular model because of the longer warranty,0
3570,the matte screen makes reading and otherwise using the device outside easier as it reduces screen glare,0
3571,the laptop did not last even an year and when i went to get repaired the power supply ic was gone,0
3572,it functions but i have to pound on the keys and spacebar computer can barely handle microsoft visual studio for beginning coding classes yet it meets the minimum requirements set by my instructor and school i tried gaming on this wildstar and kingdom hearts i think dont try unless you have patience,0
3573,the second shows the disparity in text sizes between a shortcut on the desktop and the text in the same program,0
3574,so the battery life for me streaming youtube videos at p connected to an external pfps monitor and browsing brightness on the internal screen is hrs,0
3575,i had a lower tier acer for years and needed to upgrade i settled on this one as it met all my predicted needs and my previous acer really left nothing to be desired,0
3576,every time your kid touches the outer screen your mouse will move to his screen and you have to drag it back into your screen,0
3577,comacer chromebook heatsink cooler shen dpbqkvarefsrutfqidsr keywordsacercchromebookfanthe part cost went in with no problems in less than minutes,0
3578,overall though i did fix the issue within a few hours and residual software problems have diminished over the last week or so as microsoft continues to issue updates,0
3579,took less than five minutes to install and then just had to turn on the platform trust setting and enable the password in the bios,0
3580,computer is freezing last night froze on my son doing homework,0
3581,product was missing gb ssd,0
3582,either way i did not pay for a defective item and sent the thing back the following day,0
3583,the d was the last latitude model dell produced with a serial port in the back,0
3584,also come with a warranty that last through oct,0
3585,months later my daughter turns on her chromebook and it says something about a portion of chrome os is missing,0
3586,i had to tune the screen before the problems became less noticeable,0
3587,lastly the battery lasts about hours before needing recharging,0
3588,if i had to complain about something it would be that the battery runs out quickly but i tend to keep it plugged in anyway and even though the volume is good it could have been better but overall i would recommend this laptop,1
3589,barely last hours while streaming online videos,0
3590,it would be better to have a macintosh monitor for the high resolution to match the high resolution in the kirabook,1
3591,the plastic parts feel a bit looks and one of the plastic legs on the bottom is missing,0
3592,i bought the gb model but since my last one was almost maxed out i wish id bought the gb one,0
3593,as i have had some bad experience with such combos it would be nice to have a bluetooth combo delivered or at least tested and certified by dell,1
3594,finaly i had to send it back what a pain to start over as screen pixels just kept degrading center verticle lines,0
3595,the trick is to install it on a computer which has a dvdbd player hopefully you have one and then transfer the files onto a usb drive again hopefully you have one and then install it onto this computer,1
3596,in fact it does and allows the password program last pass without a problem,0
3597,i bought that computer last summer,0
3598,the warranty ended last month,0
3599,the track pad is not the greatest however most users may prefer to get a wireless mouse,1
3600,i work for it in my college and my boss told me if i wanted a quality computer that will last me and will be worth the investment asus is the way,0
3601,ive had this computer for less than three months and it already stopped turning on,0
3602,i have laptops that weigh less than the power supply of this machine,0
3603,but the biggest issue i had and was also present on the macbook air i owned last year is the wi fi,0
3604,i have had this asus for less than year and i am having issues with it,0
3605,the day warranty from asus expired less than days after we purchased the units,0
3606,microsoft rant truth is i would have paid an extra if i could have purchased this with xp on it from the factory and had the same touchscreen and second screen functionality as on windows,0
3607,the back of the computer was a big finger print magnet,0
3608,lastly the battery will not charge up to unless you let it dip below and then charge it,0
3609,at a lower resolution versus the competition you benefit from less draw on the battery,0
3610,last one was the with nvidia processor proved to be a loser,0
3611,just bought a second one of these and am upping my review to stars on a for the money basis theyre now throwing in lifetime g for the same price,0
3613,meaning if you already have a surface book there is no need to upgrade to this because its relatively the same of its previous models,0
3614,buying a cloud based device and then slamming it because you need the internet would be like buying a cell phone and being upset that you need to have cellular service to use it,1
3615,in that time i worked in tech support sales and spent the last of my years there working on dell,0
3616,we bought my mother basically the same chromebook last year and its served her well so when my wifes computer bit the dust we went ahead and got her this chrome book,0
3617,a cd drive should be included doesnt matter if internal or external,0
3618,i know for a fact this system should be able to run this game fps no problem so i checked task manager and the cpu was being eaten up by windows defender and the system process,1
3619,it will last me again for the next five years like my old and still working hp computer did,0
3620,xx standard global shipping however my order has been cancelled few days later by amazon due to export restrictions reason,0
3621,i have tested this and yes it does last for hours of use,0
3622,i bought this computer less than one month ago,0
3623,the touch screen works admirably and i have not had any issues with switching back and forth between using on screen commands and regular keyboard or mouse commands,0
3624,and if you want them go drop an additional on a clunkier less efficient computer,0
3625,the actual computer however is less than desirable,0
3626,i spent about an hour clearing out the junk that acer left resident on the machine including the office app which i didnt need,0
3627,immediately shut it down and request an exchange from amazon pack it all back up and drive to town to send it back,0
3628,after a few uses while on vacation i got thechrome is missing or damaged screen,0
3629,in the last few weeks my battery life has halved which i assume means i just got a faulty battery,0
3630,compared to google chromebooks this product has less internal storage space,0
3632,yesterday it stopped working and displayed that the chrome os was missing or corrupted,0
3633,owned less than a year and the battery died,0
3634,just windows antivirus and a few programs we use regularly,0
3635,slower than the hardware would suggest,1
3636,heat has warped my screen and killed this computer big mistake purchasing this,0
3638,i installed this immediately after purchasing my lenovo u touch laptop last january,0
